species
C10H19O5S1_-1_1_136_M1719
C10H19O5S1_-1_1_136_M1720
C10H19O5S1_0_2_135_r_M1723
C10H19O5S1_0_2_135_r_M1726
C10H20O2_-1_2_97_ra_M1331
C10H20O2_0_1_96_M1334
C10H20O2_0_1_96_M1334*
C10H20O2_0_1_96_M1336
C10H20O2_1_2_95_rc_M1340
C10H20O2_1_2_95_rc_M1340*
C10H20O2_1_2_95_rc_M1341
C10H20O3_0_1_104_M2723
C10H20O3_1_2_103_rc_M2727
C10H20O5S1_-1_2_137_ra_M1691
C10H21O2_-1_1_98_M772
C10H21O2_0_2_97_r_M773
C10H21O2_0_2_97_r_M774
C10H21O2_1_1_96_M775
C10H21O3_-1_1_106_M2055
C11F9H4N1_-1_2_159_ra_M2656
C11F9H4O2_-1_1_168_M865
C11F9H4O2_0_2_167_r_M866
C11H13N1O1_-1_2_95_ra_M3099
C11H13N1O1_-1_2_95_ra_M3101
C11H13N1O1_0_1_94_M3104
C11H13N1O1_0_1_94_M3106
C11H13N1O1_0_1_94_M3107
C11H13N1_-1_2_87_ra_M1547
C11H13N1_-1_2_87_ra_M1548
C11H13N1_0_1_86_M1549
C11H13N1_0_1_86_M1550
C11H13N1_1_2_85_rc_M1552
C11H13O2_-1_1_96_M3127
C11H13O2_0_2_95_r_M3129
C11H13O2_0_2_95_r_M3130
C11H13O3_-1_1_104_M2984
C11H13O3_0_2_103_r_M2985
C11H14N1O1_0_2_95_r_M3339
C11H14N1O1_0_2_95_r_M3340
C11H14N1O1_0_2_95_r_M3341
C11H14N1O1_0_2_95_r_M3342
C11H14N1O1_1_1_94_M3343
C11H14N1O1_1_1_94_M3344
C11H14O2_0_1_96_M53
C11H14O2_1_2_95_rc_M54
C11H14O3_0_1_104_M443
C11H16O1_0_1_90_M1145
C11H16O1_0_1_90_M1146
C11H16O1_0_1_90_M1147
C11H16O1_0_1_90_M1149
C11H16O1_1_2_89_rc_M1150
C11H16O1_1_2_89_rc_M1151
C11H16_0_1_82_M2855
C11H16_0_1_82_M2856
C11H16_1_2_81_rc_M2857
C11H16_1_2_81_rc_M2858
C11H17O1_0_2_91_r_M89
C11H17O1_0_2_91_r_M90
C11H17O1_0_2_91_r_M91
C11H17O1_0_2_91_r_M92
C11H17O1_1_1_90_M93
C11H17O1_1_1_90_M94
C11H17O1_1_1_90_M95
C11H19N1O2_-1_2_109_ra_M3067
C11H19N1O2_0_1_108_M3070
C11H20N1O2_-1_1_110_M2558
C11H20N1O2_0_2_109_r_M2559
C11H20N1O2_0_2_109_r_M2560
C11H20O4_0_1_118_M1248
C11H22O2_0_1_104_M2960
C11H22O2_1_2_103_rc_M2962
C11H23O2_-1_1_106_M464
C11H23O2_0_2_105_r_M466
C11H23O2_1_1_104_M467
C12F9H3N1O2_-1_1_180_M3116
C12F9H4N1O2_-1_2_181_ra_M100
C12F9H4N1O2_-1_2_181_ra_M96
C12F9H4N1O2_-1_2_181_ra_M97
C12F9H4N1O2_-1_2_181_ra_M98
C12F9H4N1O2_-1_2_181_ra_M99
C12F9H4N1O2_0_1_180_M102
C12F9H4N1O2_0_1_180_M103
C12H10O1_0_1_90_M1381
C12H10O1_1_2_89_rc_M1382
C12H10O2_0_1_98_M2198
C12H10O3S2_-1_2_139_ra_M1831
C12H10O3S2_-1_2_139_ra_M1832
C12H10O3S2_-1_2_139_ra_M1833
C12H10O3S2_-1_2_139_ra_M1835
C12H10O3S2_-1_2_139_ra_M1836
C12H10O3S2_0_1_138_M1837
C12H10S1_-1_2_99_ra_M753
C12H10S1_0_1_98_M754
C12H10S1_1_2_97_rc_M755
C12H10_0_1_82_M1618
C12H10_1_2_81_rc_M1619
C12H11O1S1_-1_1_108_M1887
C12H11O1S1_-1_1_108_M1888
C12H11O1S1_0_2_107_r_M1889
C12H11O1S1_0_2_107_r_M1890
C12H11O1S1_1_1_106_M1891
C12H11O1S1_1_1_106_M1892
C12H11O1S1_1_1_106_M1893
C12H11O1S1_1_1_106_M1894
C12H11S1_-1_1_100_M1783
C12H11S1_-1_1_100_M1784
C12H11S1_0_2_99_r_M1785
C12H11S1_0_2_99_r_M1786
C12H11S1_0_2_99_r_M1787
C12H11S1_1_1_98_M1788
C12H11S1_1_1_98_M1789
C12H11S1_1_1_98_M1790
C12H11S1_1_1_98_M1791
C12H12N1O2_-1_1_108_M2424
C12H12N1O2_-1_1_108_M2425
C12H12N1O3_-1_1_116_M717
C12H12N1O3_0_2_115_r_M721
C12H13N1O2_-1_2_109_ra_M913
C12H13N1O2_-1_2_109_ra_M915
C12H13N1O2_-1_2_109_ra_M916
C12H13N1O2_-1_2_109_ra_M917
C12H13N1O2_-1_2_109_ra_M918
C12H13N1O2_-1_2_109_ra_M919
C12H13N1O2_-1_2_109_ra_M920
C12H13N1O2_-1_2_109_ra_M921
C12H13N1O2_0_1_108_M922
C12H13N1O2_0_1_108_M923
C12H13N1O2_0_1_108_M924
C12H13N1O2_0_1_108_M925
C12H13N1O3_0_1_116_M1185
C12H13O4_-1_1_118_M1843
C12H13O4_0_2_117_r_M1844
C12H15N1_-1_2_95_ra_M739
C12H15N1_0_1_94_M740
C12H15O2_0_2_103_r_M452
C12H16O1_0_1_96_M3218
C12H16O2_0_1_104_M1176
C12H16O2_0_1_104_M1177
C12H16O2_1_2_103_rc_M1179
C12H16O3_0_1_112_M1516
C12H16O3_1_2_111_rc_M1517
C12H22O3_0_1_118_M118
C12H22O4_0_1_126_M2891
C13H10N1S1_-1_1_112_M1345
C13H10N1S1_-1_1_112_M1346
C13H10N1S1_0_2_111_r_M1347
C13H10N1S1_0_2_111_r_M1348
C13H10N1S1_1_1_110_M1349
C13H10N1S1_1_1_110_M1350
C13H10N1S1_1_1_110_M1351
C13H12N1O4_-1_1_130_M3134
C13H12N1O4_0_2_129_r_M3137
C13H13N1O4_0_1_130_M1166
C13H13S1_-1_1_108_M3147
C13H13S1_-1_1_108_M3148
C13H13S1_0_2_107_r_M3149
C13H13S1_0_2_107_r_M3150
C13H13S1_1_1_106_M3151
C13H13S1_1_1_106_M3152
C13H13S1_1_1_106_M3153
C13H14N1O2_-1_1_116_M3323
C13H15N1O1_-1_2_109_ra_M1874
C13H15N1O1_0_1_108_M1875
C13H15N1O2_-1_2_117_ra_M1819
C13H15N1O2_-1_2_117_ra_M1822
C13H15N1O2_-1_2_117_ra_M1823
C13H15N1O2_0_1_116_M1825
C13H15N1O2_0_1_116_M1826
C13H15N1O2_0_1_116_M1827
C13H15O3_0_2_117_r_M1928
C13H15O4_-1_1_126_M1776
C13H15O4_0_2_125_r_M1777
C13H26O2_1_2_119_rc_M1738
C13H9N1O1_-1_2_103_ra_M618
C13H9N1O1_0_1_102_M619
C13H9N1_-1_2_95_ra_M2024
C13H9N1_0_1_94_M2025
C13H9N1_1_2_93_rc_M2026
C13H9O2_-1_1_104_M701
C13H9O2_0_2_103_r_M702
C13H9O2_1_1_102_M703
C13H9O3_-1_1_112_M3231
C13H9O3_0_2_111_r_M3232
C14F9H13O1_-1_2_187_ra_M143
C14F9H13O1_-1_2_187_ra_M144
C14F9H13O1_0_1_186_M145
C14F9H13O1_0_1_186_M146
C14F9H13O1_0_1_186_M147
C14F9H13O1_0_1_186_M148
C14F9H13O1_1_2_185_rc_M150
C14F9H13_0_1_178_M1964
C14F9H14O1_0_2_187_r_M2048
C14F9H14O1_0_2_187_r_M2049
C14F9H14O1_0_2_187_r_M2050
C14F9H14O1_0_2_187_r_M2051
C14F9H14O1_1_1_186_M2053
C14F9H14O1_1_1_186_M2054
C14F9H20O2_0_2_201_r_M2069
C14H14N1O3_-1_1_130_M790
C14H14N1O3_0_2_129_r_M791
C14H15N1O3_-1_2_131_ra_M454
C14H15N1O3_-1_2_131_ra_M456
C14H15N1O3_-1_2_131_ra_M457
C14H15N1O3_0_1_130_M459
C14H15N1O3_0_1_130_M460
C14H22O1_0_1_114_M3023
C14H22O1_0_1_114_M3025
C14H22O1_0_1_114_M3026
C14H22O1_0_1_114_M3027
C14H22O1_0_1_114_M3028
C14H22O1_0_1_114_M3029
C14H22O1_0_1_114_M3030
C14H22O1_0_1_114_M3031
C14H22O1_1_2_113_rc_M3032
C14H22O1_1_2_113_rc_M3033
C14H22O1_1_2_113_rc_M3034
C14H22O1_1_2_113_rc_M3036
C14H22O2_0_1_122_M595
C14H22O2_0_1_122_M600
C14H22O2_0_1_122_M601
C14H22O2_0_1_122_M602
C14H22O2_1_2_121_rc_M604
C14H22_0_1_106_M2261
C14H22_0_1_106_M2262
C14H22_1_2_105_rc_M2264
C14H23O1_0_2_115_r_M1030
C14H23O1_0_2_115_r_M1031
C14H23O1_0_2_115_r_M1033
C14H23O1_0_2_115_r_M1034
C14H23O1_0_2_115_r_M1036
C14H23O1_0_2_115_r_M1037
C14H23O1_1_1_114_M1038
C14H23O1_1_1_114_M1040
C14H23O1_1_1_114_M1041
C14H23O1_1_1_114_M1042
C14H23O2_0_2_123_r_M1805
C14H23O2_0_2_123_r_M1806
C14H23O2_0_2_123_r_M1807
C14H23O2_1_1_122_M1808
C14H23O2_1_1_122_M1809
C14H26O4_0_1_142_M2815
C14H28O2_0_1_128_M3302
C14H28O2_1_2_127_rc_M3307
C14H28O2_1_2_127_rc_M3311
C14H28O2_1_2_127_rc_M3314
C14H28O2_1_2_127_rc_M3316
C14H28O3_0_1_136_M795
C14H29O2_0_2_129_r_M2171
C14H29O2_0_2_129_r_M2174
C14H29O2_1_1_128_M2175
C14H29O2_1_1_128_M2176
C14H29O3_-1_1_138_M611
C14H8N1O2_-1_1_116_M2413
C14H8N1O2_0_2_115_r_M2416
C14H8N1O2_0_2_115_r_M2417
C14H8N1O2_0_2_115_r_M2418
C14H8N1O3_-1_1_124_M962
C14H9N1O2_-1_2_117_ra_M3234
C14H9N1O2_-1_2_117_ra_M3235
C14H9N1O2_-1_2_117_ra_M3236
C14H9N1O2_-1_2_117_ra_M3237
C14H9N1O2_-1_2_117_ra_M3238
C14H9N1O2_0_1_116_M3239
C14H9N1O2_0_1_116_M3240
C14H9N1O2_1_2_115_rc_M3241
C14H9N1O3_-1_2_125_ra_M1794
C14H9N1O3_0_1_124_M1797
C14H9N1O3_0_1_124_M1798
C15H22O2_0_1_128_M2202
C15H22O2_0_1_128_M2204
C15H22O2_1_2_127_rc_M2205
C15H22O2_1_2_127_rc_M2206
C15H22O2_1_2_127_rc_M2207
C15H22O3_0_1_136_M166
C15H22O3_0_1_136_M167
C15H22O3_0_1_136_M169
C15H22O3_0_1_136_M170
C15H22O3_0_1_136_M171
C15H23O3_0_2_137_r_M1919
C15H23O3_0_2_137_r_M1920
C15H23O3_0_2_137_r_M1921
C15H23O3_1_1_136_M1922
C15H23O3_1_1_136_M1923
C15H24O1_0_1_122_M1475
C15H24O1_0_1_122_M1478
C15H25O1_0_2_123_r_M3291
C15H25O1_1_1_122_M3292
C15H28O3_0_1_142_M32
C15H28O4_0_1_150_M747
C15H28O4_0_1_150_M748
C15H29O4_1_1_150_M1870
C15H31O2_0_2_137_r_M2181
C15H31O2_1_1_136_M2183
C15H7N2O2_-1_1_128_M386
C15H8N1O4_-1_1_138_M621
C15H8N1O4_-1_1_138_M622
C15H8N1O4_0_2_137_r_M626
C15H8N2O2_-1_2_129_ra_M1076
C15H8N2O2_-1_2_129_ra_M1077
C15H8N2O2_-1_2_129_ra_M1078
C15H8N2O2_-1_2_129_ra_M1079
C15H8N2O2_0_1_128_M1080
C15H8N2O2_0_1_128_M1081
C16F9H10S1_0_2_203_r_M2032
C16F9H10S1_0_2_203_r_M2033
C16F9H10S1_1_1_202_M2034
C16F9H10S1_1_1_202_M2035
C16H18O1_-1_2_123_ra_M72
C16H18O1_-1_2_123_ra_M75
C16H18O1_0_1_122_M77
C16H18O1_0_1_122_M78
C16H18O1_0_1_122_M79
C16H18O1_0_1_122_M80
C16H18O1_0_1_122_M81
C16H18O1_1_2_121_rc_M82
C16H18O1_1_2_121_rc_M83
C16H18O1_1_2_121_rc_M84
C16H18O2_0_1_130_M1523
C16H18O2_0_1_130_M1524
C16H18O2_0_1_130_M1525
C16H18O2_0_1_130_M1526
C16H18O2_1_2_129_rc_M1528
C16H18_0_1_114_M2072
C16H18_1_2_113_rc_M2073
C16H19O1S1_-1_1_140_M856
C16H19O1S1_-1_1_140_M857
C16H19O1S1_0_2_139_r_M859
C16H19O1S1_0_2_139_r_M860
C16H19O1S1_1_1_138_M862
C16H19O1S1_1_1_138_M863
C16H19O1S1_1_1_138_M864
C16H19O1_-1_1_124_M417
C16H19O1_-1_1_124_M419
C16H19O1_0_2_123_r_M421
C16H19O1_0_2_123_r_M422
C16H19O1_0_2_123_r_M423
C16H19O1_0_2_123_r_M424
C16H19O1_1_1_122_M425
C16H19O1_1_1_122_M426
C16H19O1_1_1_122_M427
C16H19O1_1_1_122_M428
C16H19O2_0_2_131_r_M2499
C16H19O2_0_2_131_r_M2500
C16H19O2_0_2_131_r_M2501
C16H19O2_0_2_131_r_M2502
C16H19O2_1_1_130_M2503
C16H19O2_1_1_130_M2504
C16H19S1_0_2_131_r_M760
C16H19S1_0_2_131_r_M761
C16H19S1_0_2_131_r_M762
C16H19S1_0_2_131_r_M763
C16H19S1_0_2_131_r_M764
C16H19S1_1_1_130_M765
C16H19S1_1_1_130_M766
C16H19S1_1_1_130_M767
C16H19S1_1_1_130_M768
C16H19S1_1_1_130_M769
C16H19S1_1_1_130_M770
C16H21N1O2_-1_2_141_ra_M1047
C16H21N1O2_0_1_140_M1048
C16H21O4_0_2_149_r_M1418
C16H24O1_0_1_128_M1119
C16H24O2_-1_2_137_ra_M1354
C16H24O2_0_1_136_M1358
C16H24O2_0_1_136_M1359
C16H24O2_0_1_136_M1362
C16H24O2_0_1_136_M1365
C16H24O2_1_2_135_rc_M1366
C16H24O2_1_2_135_rc_M1371
C16H24O3_0_1_144_M2862
C16H24O3_0_1_144_M2863
C16H24O3_0_1_144_M2865
C16H24O3_0_1_144_M2866
C16H24O3_0_1_144_M2868
C16H24O3_0_1_144_M2869
C16H24O3_1_2_143_rc_M2871
C16H24O3_1_2_143_rc_M2872
C16H24O3_1_2_143_rc_M2873
C16H25O2_-1_1_138_M1434
C16H25O2_0_2_137_r_M1438
C16H25O2_0_2_137_r_M1439
C16H25O2_0_2_137_r_M1440
C16H25O2_0_2_137_r_M1441
C16H25O2_0_2_137_r_M1442
C16H25O2_0_2_137_r_M1443
C16H25O2_1_1_136_M1444
C16H25O2_1_1_136_M1445
C16H25O3_-1_1_146_M2103
C16H25O3_0_2_145_r_M2105
C16H25O3_0_2_145_r_M2106
C16H25O3_0_2_145_r_M2107
C16H25O3_0_2_145_r_M2108
C16H25O3_0_2_145_r_M2109
C16H25O3_1_1_144_M2110
C16H25O3_1_1_144_M2111
C16H25O3_1_1_144_M2113
C16H30O3_1_2_149_rc_M523
C16H30O4_0_1_158_M1002
C16H30O4_0_1_158_M1003
C16H31O3_-1_1_152_M1812
C16H31O3_0_2_151_r_M1813
C16H31O3_1_1_150_M1815
C16H7N2O4_-1_1_150_M1660
C17H17N1O1_-1_2_135_ra_M363
C17H17N1O1_-1_2_135_ra_M365
C17H17N1O1_-1_2_135_ra_M366
C17H17N1O1_0_1_134_M368
C17H17N1O1_0_1_134_M370
C17H17N1O1_0_1_134_M371
C17H17N1O1_1_2_133_rc_M372
C17H17N1O1_1_2_133_rc_M373
C17H17N1_0_1_126_M1116
C17H17O2_0_2_135_r_M1925
C17H17O3_-1_1_144_M3256
C17H17O3_-1_1_144_M3257
C17H17O3_-1_1_144_M3260
C17H17O3_0_2_143_r_M3261
C17H17O3_0_2_143_r_M3262
C17H17O3_0_2_143_r_M3263
C17H17O3_0_2_143_r_M3264
C17H18N1O1_-1_1_136_M3175
C17H18N1O1_0_2_135_r_M3177
C17H18N1O1_0_2_135_r_M3178
C17H18N1O1_0_2_135_r_M3179
C17H18N1O1_0_2_135_r_M3180
C17H18N1O1_1_1_134_M3181
C17H18N1O1_1_1_134_M3183
C17H18O3_-1_2_145_ra_M2074
C17H18O3_-1_2_145_ra_M2075
C17H18O3_0_1_144_M2076
C17H18O3_0_1_144_M2077
C17H18O3_0_1_144_M2078
C17H18O3_0_1_144_M2079
C17H19O2S1_0_2_153_r_M1021
C17H19O2S1_0_2_153_r_M1022
C17H19O2S1_1_1_152_M1023
C17H19O2S1_1_1_152_M1024
C17H19O2S1_1_1_152_M1025
C17H20N1O4_-1_1_162_M778
C17H20N1O4_0_2_161_r_M782
C17H21N1O4_-1_2_163_ra_M3200
C17H21N1O4_-1_2_163_ra_M3201
C17H21N1O4_-1_2_163_ra_M3202
C17H21N1O4_0_1_162_M3203
C17H21N1O4_0_1_162_M3204
C17H21S1_0_2_139_r_M1697
C17H21S1_0_2_139_r_M1698
C17H21S1_1_1_138_M1699
C17H21S1_1_1_138_M1700
C17H21S1_1_1_138_M1701
C17H23N1O2_-1_2_149_ra_M3163
C17H23N1O2_0_1_148_M3164
C17H23N1O2_1_2_147_rc_M3169
C17H23O4_-1_1_158_M2545
C17H23O4_0_2_157_r_M2546
C17H24N1O2_-1_1_150_M2467
C17H24N1O2_0_2_149_r_M2468
C17H24N1O2_0_2_149_r_M2469
C17H24N1O2_1_1_148_M2470
C17H24O4_0_1_158_M378
C18H14O3S2_0_1_178_M2510
C18H14O3S2_0_1_178_M2512
C18H14O3S2_0_1_178_M2513
C18H14S1_-1_2_139_ra_M1460
C18H14S1_-1_2_139_ra_M1461
C18H14S1_-1_2_139_ra_M1462
C18H14S1_0_1_138_M1463
C18H14S1_0_1_138_M1464
C18H14S1_0_1_138_M1465
C18H14S1_1_2_137_rc_M1466
C18H14S1_1_2_137_rc_M1467
C18H14S1_1_2_137_rc_M1468
C18H15O1S1_0_2_147_r_M2745
C18H15O1S1_0_2_147_r_M2746
C18H15O1S1_0_2_147_r_M2755
C18H15O1S1_0_2_147_r_M2756
C18H15O1S1_1_1_146_M2758
C18H15O1S1_1_1_146_M2760
C18H15O1S1_1_1_146_M2768
C18H15O1S1_1_1_146_M2769
C18H15O3S2_-1_1_180_M1319
C18H15O3S2_-1_1_180_M1322
C18H15O3S2_0_2_179_r_M1324
C18H15O3S2_0_2_179_r_M1325
C18H15O3S2_0_2_179_r_M1326
C18H15O3S2_0_2_179_r_M1327
C18H15S1_-1_1_140_M2136
C18H15S1_-1_1_140_M2137
C18H15S1_0_2_139_r_M2138
C18H15S1_0_2_139_r_M2139
C18H15S1_0_2_139_r_M2140
C18H15S1_0_2_139_r_M2141
C18H15S1_0_2_139_r_M2142
C18H15S1_0_2_139_r_M2143
C18H15S1_0_2_139_r_M2146
C18H15S1_0_2_139_r_M2147
C18H15S1_1_1_138_M2148
C18H15S1_1_1_138_M2148*
C18H15S1_1_1_138_M2154
C18H15S1_1_1_138_M2155
C18H15S1_1_1_138_M2156
C18H15S1_2_2_137_r_M2157
C18H15S1_2_2_137_rc_M2157
C18H15S1_2_2_137_rc_M2157*
C18H16N1O2_-1_1_148_M2095
C18H16N1O3_-1_1_156_M2694
C18H16N1O3_-1_1_156_M2698
C18H16O1S1_0_1_148_M1990
C18H16O1S1_0_1_148_M1991
C18H16O1S1_1_2_147_rc_M1992
C18H16O1S1_1_2_147_rc_M1993
C18H16S1_0_1_140_M1632
C18H16S1_0_1_140_M1633
C18H16S1_0_1_140_M1634
C18H16S1_1_2_139_rc_M1635
C18H16S1_1_2_139_rc_M1636
C18H16S1_1_2_139_rc_M1637
C18H17N1O2_-1_2_149_ra_M986
C18H17N1O2_-1_2_149_ra_M988
C18H17N1O2_-1_2_149_ra_M989
C18H17N1O2_-1_2_149_ra_M990
C18H17N1O2_0_1_148_M994
C18H17N1O2_0_1_148_M995
C18H17N1O3_-1_2_157_ra_M540
C18H17N1O3_-1_2_157_ra_M541
C18H17N1O3_-1_2_157_ra_M542
C18H17N1O3_-1_2_157_ra_M544
C18H17N1O3_-1_2_157_ra_M547
C18H17N1O3_-1_2_157_ra_M548
C18H17N1O3_-1_2_157_ra_M549
C18H17N1O3_-1_2_157_ra_M550
C18H17N1O3_-1_2_157_ra_M551
C18H17N1O3_0_1_156_M557
C18H17N1O3_0_1_156_M558
C18H17N1O3_0_1_156_M559
C18H17N1O3_0_1_156_M566
C18H17N1O3_0_1_156_M567
C18H17N1O3_0_1_156_M569
C18H17N1O3_0_1_156_M570
C18H17N1O3_0_1_156_M571
C18H18N1O3_0_2_157_r_M826
C18H18N1O3_0_2_157_r_M827
C18H18N1O3_0_2_157_r_M828
C18H18N1O3_1_1_156_M829
C18H18N1O3_1_1_156_M830
C18H21O1S1_-1_1_154_M1012
C18H21O1S1_-1_1_154_M1013
C18H21O1S1_0_2_153_r_M1014
C18H21O1S1_0_2_153_r_M1015
C18H21O1S1_1_1_152_M1016
C18H21O1S1_1_1_152_M1017
C18H21O1S1_1_1_152_M1018
C18H21O2S1_0_2_161_r_M2667
C18H21O2S1_0_2_161_r_M2668
C18H21O2S1_1_1_160_M2669
C18H21O2S1_1_1_160_M2670
C18H21O2S1_1_1_160_M2671
C18H23N1O4_-1_2_171_ra_M680
C18H23N1O4_0_1_170_M692
C18H23N1O4_0_1_170_M693
C18H23N1O4_0_1_170_M696
C19H14N1S1_-1_1_152_M800
C19H14N1S1_-1_1_152_M801
C19H14N1S1_0_2_151_r_M802
C19H14N1S1_0_2_151_r_M803
C19H14N1S1_0_2_151_r_M804
C19H14N1S1_1_1_150_M807
C19H14N1S1_1_1_150_M808
C19H14N1S1_1_1_150_M809
C19H14N1S1_1_1_150_M810
C19H14O2S1_-1_2_161_ra_M124
C19H14O2S1_-1_2_161_ra_M125
C19H14O2S1_0_1_160_M127
C19H14O2S1_0_1_160_M128
C19H14O2S1_0_1_160_M129
C19H14O2S1_0_1_160_M130
C19H14O2S1_1_2_159_rc_M132
C19H14O2S1_1_2_159_rc_M134
C19H15N1S1_0_1_152_M2406
C19H15N1S1_0_1_152_M2407
C19H15N1S1_1_2_151_rc_M2408
C19H15N1S1_1_2_151_rc_M2409
C19H17S1_0_2_147_r_M2931
C19H17S1_1_1_146_M2933
C19H17S1_1_1_146_M2934
C19H17S1_1_1_146_M2935
C19H18S1_0_1_148_M1007
C19H18S1_0_1_148_M1008
C19H18S1_0_1_148_M1009
C19H18S1_1_2_147_rc_M1010
C19H18S1_1_2_147_rc_M1011
C19H30O2_0_1_160_M1975
C19H30O2_1_2_159_rc_M1977
C19H30O3_0_1_168_M898
C19H30O3_0_1_168_M902
C19H30O3_0_1_168_M904
C19H31O3_0_2_169_r_M3186
C19H31O3_0_2_169_r_M3187
C19H31O3_0_2_169_r_M3188
C19H31O3_1_1_168_M3192
C19H31O3_1_1_168_M3193
C19H37O4_-1_1_184_M2185
C19H37O4_1_1_182_M2188
C1F2O3S1_-1_2_65_ra_M3044
C1F3O3S1_-1_1_74_M669
C1F3O3S1_0_2_73_r_M670
C1F3_-1_1_34_M3075
C1F3_0_2_33_r_M3076
C1H1N1_0_1_14_M950
C1H3O3S1_0_2_49_r_M1647
C1H3_-1_1_10_M1272
C1H3_0_2_9_r_M1273
C1H3_1_1_8_M1274
C1H4_0_1_10_M2101
C1N1_-1_1_14_M3223
C1N1_0_2_13_r_M3224
C1O2_0_1_22_M1558
C20H13N1O2S1_-1_2_173_ra_M500
C20H13N1O2S1_-1_2_173_ra_M503
C20H13N1O2S1_0_1_172_M506
C20H13N1O2S1_0_1_172_M511
C20H13N1O2S1_0_1_172_M512
C20H13N1O2S1_0_1_172_M513
C20H14N1O2S1_0_2_173_r_M2059
C20H14N1O2S1_0_2_173_r_M2060
C20H14N1O2S1_1_1_172_M2062
C20H14N1O2S1_1_1_172_M2066
C20H26O1_0_1_154_M731
C20H26O1_0_1_154_M732
C20H26O1_0_1_154_M733
C20H26O1_0_1_154_M734
C20H26O1_1_2_153_rc_M735
C20H26O1_1_2_153_rc_M736
C20H26O2_0_1_162_M2569
C20H26O2_0_1_162_M2570
C20H26O2_0_1_162_M2571
C20H26O2_0_1_162_M2572
C20H26O2_0_1_162_M2573
C20H26O2_0_1_162_M2574
C20H26O2_0_1_162_M2575
C20H26O2_0_1_162_M2576
C20H26O2_0_1_162_M2577
C20H26O2_1_2_161_rc_M2582
C20H26O2_1_2_161_rc_M2584
C20H26_0_1_146_M2889
C20H27O1_0_2_155_r_M1574
C20H27O1_0_2_155_r_M1575
C20H27O1_0_2_155_r_M1576
C20H27O1_0_2_155_r_M1577
C20H27O1_1_1_154_M1578
C20H27O1_1_1_154_M1579
C20H27O1_1_1_154_M1580
C20H27O1_1_1_154_M1581
